"","description","enrichmentScore","normalizedEnrichmentScore","pValue","FDR","size","userId","database"
"63","Metabolic pathways",0.436947020014773,1.72611614861552,0,0.0286934506670286,455,"AASS;ACAA2;ACACA;ACACB;ACADL;ACAT1;ACAT2;ACLY;ACO2;ACOT2;ACOT4;ACOX2;ACOX3;ACP5;ACSL1;ACSM1;ACSM5;ACSS2;ACY1;AGMAT;AGPAT2;AGXT;AGXT2;AK4;AKR1A1;ALAD;ALDH1A1;ALDH2;ALDH4A1;ALDOA;ALDOB;ALG5;AMACR;AMDHD1;AOX1;ARG1;ASL;ASS1;ATP6V1A;BCKDHB;BDH1;BHMT;BLVRB;CERS2;CHDH;CMAS;CMBL;COASY;COMT;COX4I1;COX5A;COX6C;CPOX;CPS1;CS;CSAD;CTH;CYC1;CYP1A2;CYP27A1;CYP2E1;CYP7A1;CYP8B1;DHCR24;DHCR7;DHFR;DHRS4;DLAT;DLD;DMGDH;DPM3;DPYD;EHHADH;ENO1;ENPP1;EPHX2;FASN;FBP1;FTCD;GAA;GALE;GALK1;GAPDH;GART;GCLC;GK;GLDC;GLS2;GLUD1;GLUL;GNE;GOT1;GOT2;GSS;GUSB;HAAO;HADHA;HAL;HIBADH;HMGCL;HOGA1;HPD;HSD11B1;HSD17B12;HSD17B2;HSD17B4;HSD17B6;HSD3B7;IDH1;IDH2;IDH3A;KYNU;LCLAT1;MAOA;MAT1A;MCAT;MDH1;MDH2;ME1;MGLL;MPI;NAGA;NAGS;NAMPT;NDUFA10;NDUFA8;NDUFA9;NDUFB3;NDUFB7;NDUFS1;NDUFV2;NFS1;NUDT12;OAT;OGDH;OTC;PAFAH2;PAH;PAPSS2;PCCA;PCCB;PCK1;PDHA1;PDHB;PDHX;PDXK;PGK1;PIGT;PKLR;PRODH;PYGL;RGN;SACM1L;SARDH;SCP2;SDHA;SDHB;SDHC;SDS;SHMT1;SLC27A5;SORD;SQLE;SUCLA2;SUCLG1;TDO2;TECR;TPI1;TST;UAP1;UGDH;UGT1A1;UGT2A3;UQCRC1;UQCRC2;UQCRQ;UROC1;XDH;XYLB","pathway_KEGG"
"64","Thyroid hormone synthesis",0.61436623770344,1.72683195494304,0.00358422938639877,0.0288774691346704,17,"ASGR2;ATP1A1;ATP1B1;ATP1B3;GNAS;HSP90B1;HSPA5;ITPR2;IYD;PDIA4","pathway_KEGG"
"65","2-Oxocarboxylic acid metabolism",0.633843741552722,1.71752182794321,0.00472813238211805,0.0315520450796854,15,"ACO1;ACO2;ACY1;CS;GOT1;GOT2;GPT2;IDH1;IDH2;IDH3A;NAGS","pathway_KEGG"
"66","nucleoside diphosphate metabolic process",0.516907991888985,1.71805334453389,0.00107758620573536,0.0318620735967514,40,"AK3;AK4;ALDOA;ALDOB;ENO1;ENTPD5;FBP1;GAPDH;GPD1;NUDT7;OGDH;PFKFB1;PGK1;PKLR;PRKAG1;SUCLG1;TPI1","geneontology_Biological_Process_noRedundant"
"67","Glucose metabolism",0.530360376589027,1.71159673863309,0.00110132158469017,0.0336192213635721,36,"ALDOA;ALDOB;ENO1;FBP1;GAPDH;GOT1;GOT2;MDH1;PCK1;PFKFB1;PGK1;PKLR;PPP2R1A;SLC25A10;SLC25A11;TPI1","pathway_Reactome"
"68","neutral lipid metabolic process",0.514583376015392,1.70905885483003,0.00325027085238324,0.0344520492230388,36,"AADAC;ABHD16A;ABHD6;ACSL1;APOA2;APOB;APOC1;APOE;C3;CPS1;CYP2E1;FABP5;FITM2;GK;GPAM;GPX1;LMF1;MGLL;PCK1;RGN;SCARB1;SEL1L;SLC27A5;THRSP","geneontology_Biological_Process_noRedundant"
"69","generation of precursor metabolites and energy",0.442342273442748,1.70025060720046,0,0.0374442003176501,199,"AACS;ACAT1;ACO2;ACSM1;ACSS2;AKR1A1;ALDH1A1;ALDH2;ALDH4A1;ALDOA;ALDOB;AOX1;BDH1;COQ9;COX4I1;COX5A;COX6C;COX7A2;CS;CYB5A;CYC1;CYCS;CYP1A2;DLAT;DLD;DMGDH;ENO1;ENPP1;ENTPD5;FBP1;FDX1;GAA;GALK1;GAPDH;GLDC;GNAS;GNMT;GPD1;GPD2;HAAO;HMGB1;HMGCL;HSD17B6;IDH1;IDH2;IDH3A;MDH1;MDH2;ME1;NDUFA10;NDUFA8;NDUFA9;NDUFB3;NDUFB7;NDUFS1;NDUFV2;OGDH;PARK7;PDHA1;PDHB;PFKFB1;PGK1;PID1;PKLR;PMPCB;POR;PRKAG1;PYGL;SDHA;SDHB;SDHC;SLC25A4;SLC27A5;SORBS1;STBD1;SUCLA2;SUCLG1;TBRG4;TPI1;TXNRD2;UGDH;UQCRC1;UQCRC2;UQCRQ;VCP;XDH;XYLB","geneontology_Biological_Process_noRedundant"
"70","protein tetramerization",0.500610361786835,1.69841633305084,0.00106496272517043,0.0377330281062445,47,"AASS;ACACA;ACACB;ACADL;ALDOA;CRYZ;CTH;DECR1;DHRS4;DNM1L;FARSA;FARSB;FBP1;GNMT;HMGCL;MAT1A;ME1;PEX14;RPS19;SAMHD1;SHMT1;SOD2;TDO2","geneontology_Biological_Process_noRedundant"
"71","Retinol metabolism",0.624440026839051,1.7005558814164,0.00474495847598463,0.0378629547627929,14,"ALDH1A1;AOX1;CYP1A2;DHRS4;HSD17B6;RETSAT;UGT1A1;UGT2A3","pathway_KEGG"
"72","nucleoside phosphate biosynthetic process",0.450980358196269,1.69580114184174,0,0.0381325848951946,119,"ACACA;ACACB;ACAT1;ACLY;ACSL1;AGPAT2;AK3;AK4;ALDOA;ALDOB;COASY;CYC1;DLAT;DLD;ENO1;ENTPD5;FASN;FBP1;GAPDH;GPD1;HAAO;HSD17B12;IDH2;KYNU;LCLAT1;ME1;MPC2;NAMPT;NUDT12;OGDH;PAPSS2;PDHA1;PDHB;PDHX;PGK1;PKLR;PRKAG1;SHMT1;SUCLG1;TECR;TPI1;VCP","geneontology_Biological_Process_noRedundant"
"73","Metabolism of steroids",0.47349505535315,1.69241220944699,0.00314465408475403,0.0393801134582445,60,"ABCC3;ACACA;ACACB;ACAT2;AMACR;CYP27A1;CYP7A1;CYP8B1;DHCR24;DHCR7;FASN;FDX1;HSD11B1;HSD17B11;HSD17B12;HSD17B2;HSD17B4;SAR1B;SCP2;SLC27A2;SLC27A5;SQLE;STARD5","pathway_Reactome"
"74","Diseases of metabolism",0.526376610112699,1.67510130058388,0.00335570469423299,0.0436312206072319,34,"ACACA;ACY1;ALDOB;ARSB;CYP27A1;FDX1;GAA;GCLC;GSS;GUSB;IDH1;KHK;MAOA;MAT1A;PAH;PCCA;PCCB;TALDO1;TPMT;UGT1A1","pathway_Reactome"
"75","Amino acid synthesis and interconversion (transamination)",0.680773102793995,1.67376913301266,0.0121065375156095,0.0437923017728313,10,"ASPG;GLS2;GLUD1;GLUL;GOT1;GOT2;GPT2;OAT","pathway_Reactome"
"76","response to acid chemical",0.480856318017329,1.6754152814426,0.0031120331917925,0.0439587629949064,60,"AACS;ABCB4;ACACA;ACSL1;ALAD;APOB;ARG1;ASS1;ATG7;CFL1;CPS1;CTSH;CYP2E1;DHFR;EEF2;GCLC;GLDC;GSS;HMGCL;HSD17B2;ICAM1;LAMTOR3;OTC;PCK1;PID1;PON1;RBP4;SHMT1;UFL1","geneontology_Biological_Process_noRedundant"
"77","purine-containing compound biosynthetic process",0.454654346703912,1.67140811282353,0,0.0441813302769416,89,"ACACA;ACACB;ACAT1;ACLY;ACSL1;ACSS2;AK3;AK4;ALDOA;ALDOB;COASY;CYC1;DLAT;DLD;ENO1;ENTPD5;FASN;FBP1;GALK1;GAPDH;GART;GPD1;HSD17B12;MPC2;OGDH;PAPSS2;PDHA1;PDHB;PDHX;PFKFB1;PGK1;PID1;PKLR;PRKAG1;SHMT1;TECR;TPI1;VCP","geneontology_Biological_Process_noRedundant"
"78","HIF-1 signaling pathway",0.564207154059122,1.68117555177796,0.00350877192572073,0.044359411699257,20,"ALDOA;ENO1;GAPDH;MAP2K1;PDHA1;PDHB;PGK1;TFRC","pathway_KEGG"
"79","Transcriptional activation of mitochondrial biogenesis",0.67234064580819,1.67550857352639,0.0062421972456402,0.0444488715351011,11,"ACSS2;CYCS;GLUD1;IDH2;SOD2;TFAM","pathway_Reactome"
"80","Glutathione conjugation",0.581733630282299,1.67655891196889,0.00476190475623583,0.0445304947414358,19,"AKR1A1;GCLC;GSS;GSTA3;GSTK1;GSTM2;GSTM3;GSTM4;GSTT1;MGST1","pathway_Reactome"
"81","Signaling by Retinoic Acid",0.609876036564599,1.67149794849753,0.00963855420525475,0.0446168207844417,16,"ALDH1A1;DHRS4;DLAT;DLD;FABP5;PDHA1;PDHB;PDHX","pathway_Reactome"
"82","Fructose and mannose metabolism",0.646149013772992,1.68123000734988,0.00496277915017025,0.0449203490483334,13,"ALDOA;ALDOB;FBP1;MPI;PFKFB1;SORD;TPI1","pathway_KEGG"
"83","Glyoxylate metabolism and glycine degradation",0.551657306112652,1.67684935572406,0.00453001131989806,0.0449674219110115,25,"AGXT;AGXT2;ALDH4A1;BCKDHB;DLAT;DLD;GLDC;GNMT;GOT2;HOGA1;OGDH;PDHA1;PDHB;PDHX","pathway_Reactome"
"84","organic hydroxy compound transport",0.509174604358515,1.67748882029774,0,0.0450825753602074,42,"ABCB4;ABCC3;ABCG2;ACTB;APOA2;APOB;APOC1;APOE;AQP9;PARK7;PON1;RBP4;SCP2;SLC16A1;SLC22A1;SLC27A5;SLCO2B1;STARD5","geneontology_Biological_Process_noRedundant"
"85","response to carbohydrate",0.497694103154931,1.67774001528101,0.001051524709725,0.0455132644119699,46,"AACS;APOA2;APOB;ATG7;CYP7A1;EIF2B2;GCLC;GLUL;GOT1;GPAM;ICAM1;KHK;KIF5B;LDHA;LYN;ME1;MPC2;NAMPT;NDUFA9;NDUFAF2;PCK1;PKLR;RAP1A;SLC29A1;TXN2","geneontology_Biological_Process_noRedundant"
"86","response to molecule of bacterial origin",0.505796526281752,1.66579125133398,0.00106269925498119,0.0460593942740764,44,"ACP5;ALAD;APOB;ARG1;ASS1;COMT;CPS1;CYP1A2;FMO1;HNRNPA0;HPGD;HSPD1;ICAM1;MGST1;PCK1;PRDX3;UGT1A1;UPF1","geneontology_Biological_Process_noRedundant"
"87","Phase I - Functionalization of compounds",0.526796737676367,1.66625728436464,0.00547645125358549,0.046385081380037,30,"ALDH1A1;ALDH2;CMBL;CYB5B;CYP1A2;CYP27A1;CYP2E1;CYP7A1;CYP8B1;EPHX1;FDX1;FMO1;MAOA;POR","pathway_Reactome"
"88","Primary bile acid biosynthesis",0.635209818381395,1.66269562966029,0.00617283949855205,0.0467856172422765,13,"ACOX2;AMACR;CYP27A1;CYP39A1;CYP7A1;CYP8B1;HSD17B4;HSD3B7;SCP2;SLC27A5","pathway_KEGG"
"89","Fluid shear stress and atherosclerosis",0.527587308046206,1.66333628425345,0.00680272108072254,0.0470581767229751,28,"ACTB;ASS1;GSTA3;GSTM2;GSTM3;GSTM4;GSTT1;GSTT2;HSP90AA1;HSP90B1;ICAM1;MGST1;MGST3;TXN2","pathway_KEGG"
"90","mRNA Splicing - Minor Pathway",-0.561287129379166,-2.32463622911403,0,0.0472858658561064,25,"DDX23;LSM2;POLR2H;PRPF6;SNRPD1;SNRPD2;SNRPE;SNRPF;SNRPG;SRSF2;SRSF6;SRSF7;YBX1","pathway_Reactome"
"91","hormone metabolic process",0.485133941152118,1.65669483914799,0.00106609807988689,0.0478174697786108,49,"ALDH1A1;ATP1A1;COMT;DHCR7;DHRS4;ENPEP;FDX1;HSD11B1;HSD17B11;HSD17B12;HSD17B2;HSD17B4;HSD17B6;IYD;PON3;POR;RBP4;RETSAT;SCPEP1;SERPINA6;UGT1A1;YWHAH","geneontology_Biological_Process_noRedundant"
"92","Bile acid and bile salt metabolism",0.563694958136089,1.65679925452457,0.0127610208668666,0.0482339622810015,21,"ABCC3;ACOX2;AMACR;CYP27A1;CYP39A1;CYP7A1;CYP8B1;HSD17B4;HSD3B7;SCP2;SLC10A1;SLC27A2;SLC27A5;STARD5","pathway_Reactome"
"93","response to purine-containing compound",0.516436379087139,1.65870309830405,0.00451467268113468,0.048292477756544,31,"AGXT;AQP9;ASS1;BSG;CPS1;FDX1;GPD1;GSTM2;HSP90B1;HSPA5;HSPD1;ITPR2;PCK1;PKLR","geneontology_Biological_Process_noRedundant"
"94","response to nutrient levels",0.452162684895133,1.65696918695865,0,0.0486491687289847,94,"AACS;ACACB;ACAT1;ACSL1;ALAD;APOE;ARG1;ASS1;BCKDHB;COMT;COX4I1;CPS1;DNM1L;EEF2;GCLC;GLUL;GSS;HMGCL;HNRNPA1;HSP90B1;HSPA5;HSPD1;ICAM1;KYNU;LAMP2;NAMPT;OTC;PCK1;PFKFB1;PKLR;PON1;POR;SLC16A1;SLC38A3;SORD;TTPA;TXN2;UFL1;UGT1A1;ZFYVE1","geneontology_Biological_Process_noRedundant"
"95","Mitochondrial Fatty Acid Beta-Oxidation",0.529715621739248,1.65331167396291,0.00334075723458713,0.049330083836001,28,"ACAA2;ACAD11;ACADL;ACADM;ACOT12;ACOT2;DECR1;ECHS1;ECI1;HADH;HADHA;HADHB;MCAT;NDUFAB1;PCCA;PCCB;THEM4","pathway_Reactome"
