geneSet	description	link	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	size	plotPath	leadingEdgeNum	leadingEdgeId	userId	cluster_peak_ID
mmu04022	cGMP-PKG signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04022+105675+22335+14682+14679+12313+22333+11740+22334+11931+11928	-0.7670700973869785	-1.1759161823688267	0.2643312097701732	0.6679489976379878	13	./Project_1683994698_GSEA/mmu04022.png	10	105675;22335;14682;14679;12313;22333;11740;22334;11931;11928	ENSMUSG00000000001;ENSMUSG00000001175;ENSMUSG00000008892;ENSMUSG00000016319;ENSMUSG00000020402;ENSMUSG00000021771;ENSMUSG00000021868;ENSMUSG00000024639;ENSMUSG00000026576;ENSMUSG00000033161	4
mmu04921	Oxytocin signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04921+14682+14679+12313+13649+17904	-0.7648662718489596	-1.1691592757983917	0.28703703659407864	0.6732444407443274	11	./Project_1683994698_GSEA/mmu04921.png	5	14682;14679;12313;13649;17904	ENSMUSG00000000001;ENSMUSG00000001175;ENSMUSG00000020122;ENSMUSG00000024639;ENSMUSG00000090841	4
mmu04261	Adrenergic signaling in cardiomyocytes	http://www.kegg.jp/kegg-bin/show_pathway?mmu04261+14682+14679+12313+11931+11928	-0.7275427084144509	-1.1183805841120793	0.3746177364302481	0.6757751013825243	12	./Project_1683994698_GSEA/mmu04261.png	5	14682;14679;12313;11931;11928	ENSMUSG00000000001;ENSMUSG00000001175;ENSMUSG00000024639;ENSMUSG00000026576;ENSMUSG00000033161	4
mmu04962	Vasopressin-regulated water reabsorption	http://www.kegg.jp/kegg-bin/show_pathway?mmu04962+235661+13191	-0.7797837315086869	-1.194235729881296	0.2511773936402239	0.6776159087913257	12	./Project_1683994698_GSEA/mmu04962.png	2	235661;13191	ENSMUSG00000031865;ENSMUSG00000032435	4
mmu05166	Human T-cell leukemia virus 1 infection	http://www.kegg.jp/kegg-bin/show_pathway?mmu05166+22333+11740+22334+15007	-0.7586423002836324	-1.1974868294133483	0.25396825356512975	0.6836901591104702	15	./Project_1683994698_GSEA/mmu05166.png	4	22333;11740;22334;15007	ENSMUSG00000016319;ENSMUSG00000020402;ENSMUSG00000021771;ENSMUSG00000067235	4
mmu05170	Human immunodeficiency virus 1 infection	http://www.kegg.jp/kegg-bin/show_pathway?mmu05170+11764+13194+99375+14682+14679+56045+12313+15007	-0.6813735157752756	-1.119202650693121	0.35122699332633894	0.6880132126823141	21	./Project_1683994698_GSEA/mmu05170.png	8	11764;13194;99375;14682;14679;56045;12313;15007	ENSMUSG00000000001;ENSMUSG00000001175;ENSMUSG00000009090;ENSMUSG00000024639;ENSMUSG00000024740;ENSMUSG00000027639;ENSMUSG00000031446;ENSMUSG00000067235	4
mmu04961	Endocrine and other factor-regulated calcium reabsorption	http://www.kegg.jp/kegg-bin/show_pathway?mmu04961+14682+67300+11931+11928	-0.7257626935815193	-1.1282762406349254	0.3468118190562802	0.6911861173788643	12	./Project_1683994698_GSEA/mmu04961.png	4	14682;67300;11931;11928	ENSMUSG00000024639;ENSMUSG00000026576;ENSMUSG00000033161;ENSMUSG00000047126	4
mmu04918	Thyroid hormone synthesis	http://www.kegg.jp/kegg-bin/show_pathway?mmu04918+14682+14775+11931+11928	-0.6941278642775326	-1.1019265714775697	0.3846153840115928	0.692957268138361	15	./Project_1683994698_GSEA/mmu04918.png	4	14682;14775;11931;11928	ENSMUSG00000024639;ENSMUSG00000026576;ENSMUSG00000033161;ENSMUSG00000063856	4
mmu05205	Proteoglycans in cancer	http://www.kegg.jp/kegg-bin/show_pathway?mmu05205+13039+16412+12843+13043+14268+13649	-0.665352041712264	-1.0965539856675914	0.38632750336036964	0.6947618611053717	23	./Project_1683994698_GSEA/mmu05205.png	6	13039;16412;12843;13043;14268;13649	ENSMUSG00000020122;ENSMUSG00000021477;ENSMUSG00000025809;ENSMUSG00000026193;ENSMUSG00000029661;ENSMUSG00000031078	4
mmu00020	Citrate cycle (TCA cycle)	http://www.kegg.jp/kegg-bin/show_pathway?mmu00020+18293+78920+18563+18534+67680+14194+20917+11429+56451+66945+66052+20916+104112	-0.7529033976274582	-1.2574871115592423	0.156151419312064	0.696069537168423	25	./Project_1683994698_GSEA/mmu00020.png	13	18293;78920;18563;18534;67680;14194;20917;11429;56451;66945;66052;20916;104112	ENSMUSG00000004789;ENSMUSG00000009863;ENSMUSG00000020456;ENSMUSG00000020917;ENSMUSG00000021577;ENSMUSG00000022110;ENSMUSG00000022477;ENSMUSG00000024892;ENSMUSG00000026526;ENSMUSG00000027513;ENSMUSG00000052738;ENSMUSG00000058076;ENSMUSG00000061838	4
mmu00260	Glycine, serine and threonine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00260+19193+109731+14711+192166+74129+107869+231691	-0.730787489921626	-1.2052601051638965	0.23882896727453165	0.6962153108934843	23	./Project_1683994698_GSEA/mmu00260.png	7	19193;109731;14711;192166;74129;107869;231691	ENSMUSG00000002769;ENSMUSG00000009614;ENSMUSG00000017453;ENSMUSG00000028179;ENSMUSG00000029597;ENSMUSG00000040147;ENSMUSG00000042102	4
mmu04142	Lysosome	http://www.kegg.jp/kegg-bin/show_pathway?mmu04142+11765+74325+110006+11764+13030+13036+11774+13039+67300+12492	-0.6814901636217519	-1.1203477158183197	0.33018867872611846	0.6995712755639208	22	./Project_1683994698_GSEA/mmu04142.png	10	11765;74325;110006;11764;13030;13036;11774;13039;67300;12492	ENSMUSG00000009090;ENSMUSG00000021477;ENSMUSG00000021686;ENSMUSG00000021939;ENSMUSG00000025534;ENSMUSG00000029426;ENSMUSG00000031731;ENSMUSG00000032359;ENSMUSG00000047126;ENSMUSG00000047547	4
mmu04670	Leukocyte transendothelial migration	http://www.kegg.jp/kegg-bin/show_pathway?mmu04670+60595+14679+17907+109905+16412+12385+67938	-0.6787437390691027	-1.0889898941959666	0.40479999935232003	0.700470782328932	15	./Project_1683994698_GSEA/mmu04670.png	7	60595;14679;17907;109905;16412;12385;67938	ENSMUSG00000000001;ENSMUSG00000025809;ENSMUSG00000030672;ENSMUSG00000034868;ENSMUSG00000037815;ENSMUSG00000054808;ENSMUSG00000068798	4
mmu05152	Tuberculosis	http://www.kegg.jp/kegg-bin/show_pathway?mmu05152+12313+17533+20846	-0.7826708939502989	-1.2501520155150434	0.17554858906653825	0.7042858743991592	17	./Project_1683994698_GSEA/mmu05152.png	3	12313;17533;20846	ENSMUSG00000001175;ENSMUSG00000026104;ENSMUSG00000026712	4
mmu04217	Necroptosis	http://www.kegg.jp/kegg-bin/show_pathway?mmu04217+14645+22335+12334+22333+11740+22334+74006+20846	-0.7226152399709065	-1.1978280960363559	0.22383252781991542	0.7044397704138868	23	./Project_1683994698_GSEA/mmu04217.png	8	14645;22335;12334;22333;11740;22334;74006;20846	ENSMUSG00000008892;ENSMUSG00000016319;ENSMUSG00000020402;ENSMUSG00000021771;ENSMUSG00000022789;ENSMUSG00000026104;ENSMUSG00000026473;ENSMUSG00000026509	4
mmu04151	PI3K-Akt signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04151+18534+16412+12843+14268+13649	-0.6574206681252677	-1.1026041945498435	0.37030995045626436	0.705091145765338	25	./Project_1683994698_GSEA/mmu04151.png	5	18534;16412;12843;14268;13649	ENSMUSG00000020122;ENSMUSG00000025809;ENSMUSG00000026193;ENSMUSG00000027513;ENSMUSG00000029661	4
mmu04530	Tight junction	http://www.kegg.jp/kegg-bin/show_pathway?mmu04530+60595+17999+109905+16412+13043+67938+17886+17904	-0.7532631862752229	-1.261274424435032	0.14738510277751965	0.7097722673241992	23	./Project_1683994698_GSEA/mmu04530.png	8	60595;17999;109905;16412;13043;67938;17886;17904	ENSMUSG00000022443;ENSMUSG00000025809;ENSMUSG00000031078;ENSMUSG00000032216;ENSMUSG00000034868;ENSMUSG00000054808;ENSMUSG00000068798;ENSMUSG00000090841	4
mmu04218	Cellular senescence	http://www.kegg.jp/kegg-bin/show_pathway?mmu04218+22335+12334+12313+22333+11740+22334+15007	-0.7738090391146435	-1.2073117145210828	0.2138364776512005	0.7117402126125287	13	./Project_1683994698_GSEA/mmu04218.png	7	22335;12334;12313;22333;11740;22334;15007	ENSMUSG00000001175;ENSMUSG00000008892;ENSMUSG00000016319;ENSMUSG00000020402;ENSMUSG00000021771;ENSMUSG00000026509;ENSMUSG00000067235	4
mmu05146	Amoebiasis	http://www.kegg.jp/kegg-bin/show_pathway?mmu05146+12843+14268+11846+20719	-0.8011895022074635	-1.2644378946065533	0.1426307446234061	0.7302112780380783	16	./Project_1683994698_GSEA/mmu05146.png	4	12843;14268;11846;20719	ENSMUSG00000019987;ENSMUSG00000026193;ENSMUSG00000029661;ENSMUSG00000060147	4
mmu04015	Rap1 signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04015+14682+14679+109905+16412+12313+217944+13649	-0.763734089336887	-1.207527247552911	0.21119999966208	0.7362223891161527	15	./Project_1683994698_GSEA/mmu04015.png	7	14682;14679;109905;16412;12313;217944;13649	ENSMUSG00000000001;ENSMUSG00000001175;ENSMUSG00000020122;ENSMUSG00000024639;ENSMUSG00000025809;ENSMUSG00000041992;ENSMUSG00000068798	4
mmu04621	NOD-like receptor signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04621+22333+22334+74006+170731+20846	-0.7814219487036345	-1.2124881319128065	0.21839080423909557	0.7402065817009175	13	./Project_1683994698_GSEA/mmu04621.png	5	22333;22334;74006;170731;20846	ENSMUSG00000020402;ENSMUSG00000021771;ENSMUSG00000022789;ENSMUSG00000026104;ENSMUSG00000029020	4
mmu04145	Phagosome	http://www.kegg.jp/kegg-bin/show_pathway?mmu04145+13039+235661+16412+17533+15007	-0.609835095667988	-1.0664879571696395	0.4034536885346096	0.7446836992525951	34	./Project_1683994698_GSEA/mmu04145.png	5	13039;235661;16412;17533;15007	ENSMUSG00000021477;ENSMUSG00000025809;ENSMUSG00000026712;ENSMUSG00000032435;ENSMUSG00000067235	4
mmu04010	MAPK signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04010+109905+19042+13649	-0.6986700744776452	-1.056996644143541	0.4430577216176947	0.7545612443493296	11	./Project_1683994698_GSEA/mmu04010.png	3	109905;19042;13649	ENSMUSG00000020122;ENSMUSG00000021096;ENSMUSG00000068798	4
mmu00340	Histidine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00340+66054+71761+14317+243537	-0.8028595894919438	-1.2273148085339136	0.19689922450093145	0.7561556444671894	11	./Project_1683994698_GSEA/mmu00340.png	4	66054;71761;14317;243537	ENSMUSG00000001155;ENSMUSG00000015890;ENSMUSG00000024644;ENSMUSG00000034456	4
mmu04934	Cushing syndrome	http://www.kegg.jp/kegg-bin/show_pathway?mmu04934+14682+14679+109905+14194+13649	-0.683088189324377	-1.0498966529679505	0.46224961407973864	0.756943319538402	12	./Project_1683994698_GSEA/mmu04934.png	5	14682;14679;109905;14194;13649	ENSMUSG00000000001;ENSMUSG00000020122;ENSMUSG00000024639;ENSMUSG00000026526;ENSMUSG00000068798	4
mmu00970	Aminoacyl-tRNA biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?mmu00970+353172+20226+216443+15115+22375	-0.7583266139405566	-1.2333788410576574	0.1913183276666908	0.757516331275847	21	./Project_1683994698_GSEA/mmu00970.png	5	353172;20226;216443;15115;22375	ENSMUSG00000001380;ENSMUSG00000021266;ENSMUSG00000029777;ENSMUSG00000040354;ENSMUSG00000068739	4
mmu05165	Human papillomavirus infection	http://www.kegg.jp/kegg-bin/show_pathway?mmu05165+16412+12843+14268+13649+20846+15007	-0.7732424185803862	-1.3196603626479337	0.09188361394811086	0.7577583271830637	29	./Project_1683994698_GSEA/mmu05165.png	6	16412;12843;14268;13649;20846;15007	ENSMUSG00000020122;ENSMUSG00000025809;ENSMUSG00000026104;ENSMUSG00000026193;ENSMUSG00000029661;ENSMUSG00000067235	4
mmu04611	Platelet activation	http://www.kegg.jp/kegg-bin/show_pathway?mmu04611+14682+14679+109905+16412+12843+99571+67938	-0.6415460938660912	-1.0427252137105738	0.44566929063674127	0.7610755076880132	18	./Project_1683994698_GSEA/mmu04611.png	7	14682;14679;109905;16412;12843;99571;67938	ENSMUSG00000000001;ENSMUSG00000024639;ENSMUSG00000025809;ENSMUSG00000029661;ENSMUSG00000033860;ENSMUSG00000034868;ENSMUSG00000068798	4
mmu04520	Adherens junction	http://www.kegg.jp/kegg-bin/show_pathway?mmu04520+12385+12995+13649+11431	-0.7924075127286975	-1.2658137017896716	0.1674796745244233	0.7616677134460753	16	./Project_1683994698_GSEA/mmu04520.png	4	12385;12995;13649;11431	ENSMUSG00000020122;ENSMUSG00000037815;ENSMUSG00000044573;ENSMUSG00000074698	4
mmu05167	Kaposi sarcoma-associated herpesvirus infection	http://www.kegg.jp/kegg-bin/show_pathway?mmu05167+12313+20846+15007	-0.8400664104509209	-1.3102124124599637	0.12385321081979632	0.7619410391805655	12	./Project_1683994698_GSEA/mmu05167.png	3	12313;20846;15007	ENSMUSG00000001175;ENSMUSG00000026104;ENSMUSG00000067235	4
mmu00450	Selenocompound metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00450+216443+26462+107869+70266	-0.8146720886444359	-1.2199242161564068	0.23943661934360466	0.7622070762288028	10	./Project_1683994698_GSEA/mmu00450.png	4	216443;26462;107869;70266	ENSMUSG00000028179;ENSMUSG00000039648;ENSMUSG00000040354;ENSMUSG00000075704	4
mmu00051	Fructose and mannose metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00051+225913+230163+14121	-0.7947726420542097	-1.213216921663704	0.24056603735760057	0.7646392547646356	10	./Project_1683994698_GSEA/mmu00051.png	3	225913;230163;14121	ENSMUSG00000028307;ENSMUSG00000034371;ENSMUSG00000069805	4
mmu04610	Complement and coagulation cascades	http://www.kegg.jp/kegg-bin/show_pathway?mmu04610+14161+20704+18815+20703+99571+12759	-0.6576705512706753	-1.0349760965791475	0.48371335426105316	0.7655038641055871	15	./Project_1683994698_GSEA/mmu04610.png	6	14161;20704;18815;20703;99571;12759	ENSMUSG00000022037;ENSMUSG00000028001;ENSMUSG00000033860;ENSMUSG00000059481;ENSMUSG00000071177;ENSMUSG00000072849	4
mmu04932	Non-alcoholic fatty liver disease (NAFLD)	http://www.kegg.jp/kegg-bin/show_pathway?mmu04932+17991+22272+12858+67680+12864+66945+66052+18770+72900+67130+17992+67264+66152+22273+67003+66694+68375	-0.6833693682639357	-1.271418355340864	0.13545150479021487	0.7705856354498345	51	./Project_1683994698_GSEA/mmu04932.png	17	17991;22272;12858;67680;12864;66945;66052;18770;72900;67130;17992;67264;66152;22273;67003;66694;68375	ENSMUSG00000000088;ENSMUSG00000009863;ENSMUSG00000014294;ENSMUSG00000014313;ENSMUSG00000021577;ENSMUSG00000022450;ENSMUSG00000024099;ENSMUSG00000025204;ENSMUSG00000025651;ENSMUSG00000026895;ENSMUSG00000029632;ENSMUSG00000030884;ENSMUSG00000038462;ENSMUSG00000041237;ENSMUSG00000044894;ENSMUSG00000058076;ENSMUSG00000059534	4
mmu05164	Influenza A	http://www.kegg.jp/kegg-bin/show_pathway?mmu05164+22333+20846+16646	-0.6504214644719638	-1.0269151720516045	0.4984709472500444	0.770929371667652	16	./Project_1683994698_GSEA/mmu05164.png	3	22333;20846;16646	ENSMUSG00000020402;ENSMUSG00000022905;ENSMUSG00000026104	4
mmu01200	Carbon metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu01200+66904+67680+14194+100042025+14433+20917+11429+56451+66945+66052+18770+14751+20916+225913+231691+230163+227231+14121	-0.6608532778272134	-1.2832198158746384	0.1040723980330733	0.787979870819667	76	./Project_1683994698_GSEA/mmu01200.png	18	66904;67680;14194;100042025;14433;20917;11429;56451;66945;66052;18770;14751;20916;225913;231691;230163;227231;14121	ENSMUSG00000009863;ENSMUSG00000021577;ENSMUSG00000022110;ENSMUSG00000022477;ENSMUSG00000025991;ENSMUSG00000026526;ENSMUSG00000028307;ENSMUSG00000029597;ENSMUSG00000032527;ENSMUSG00000034371;ENSMUSG00000036427;ENSMUSG00000041237;ENSMUSG00000052738;ENSMUSG00000057666;ENSMUSG00000057666;ENSMUSG00000058076;ENSMUSG00000061838;ENSMUSG00000069805	4
mmu04723	Retrograde endocannabinoid signaling	http://www.kegg.jp/kegg-bin/show_pathway?mmu04723+17721+72900+67130+17992+67264+68375	-0.7192292744108552	-1.2733918929702392	0.133748055779552	0.8061742538788993	35	./Project_1683994698_GSEA/mmu04723.png	6	17721;72900;67130;17992;67264;68375	ENSMUSG00000022450;ENSMUSG00000024099;ENSMUSG00000025204;ENSMUSG00000026895;ENSMUSG00000029632;ENSMUSG00000064367	4
mmu00330	Arginine and proline metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00330+109731+14719+66054+11846	-0.6127185466729762	-0.9947025885977633	0.5340728993120873	0.8169706203912628	20	./Project_1683994698_GSEA/mmu00330.png	4	109731;14719;66054;11846	ENSMUSG00000019987;ENSMUSG00000024644;ENSMUSG00000031672;ENSMUSG00000040147	4
mmu00410	beta-Alanine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00410+74147+11669	0.543817005059031	0.9093561398735067	0.6050420151119271	0.8178756476683938	15	./Project_1683994698_GSEA/mmu00410.png	2	74147;11669	ENSMUSG00000022853;ENSMUSG00000029455	4
mmu05161	Hepatitis B	http://www.kegg.jp/kegg-bin/show_pathway?mmu05161+20846	-0.6639204979669703	-0.996563859514722	0.5518341299013809	0.8265926127732321	12	./Project_1683994698_GSEA/mmu05161.png	1	20846	ENSMUSG00000026104	4
mmu00030	Pentose phosphate pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu00030+14751+230163+14121	-0.8178322813709464	-1.2930663791840138	0.12315270915738472	0.831162533528255	15	./Project_1683994698_GSEA/mmu00030.png	3	14751;230163;14121	ENSMUSG00000028307;ENSMUSG00000036427;ENSMUSG00000069805	4
mmu05145	Toxoplasmosis	http://www.kegg.jp/kegg-bin/show_pathway?mmu05145+105675+14679+16412+20846	-0.6418166545001287	-0.9817628141670541	0.5510835904781988	0.8316629988075486	11	./Project_1683994698_GSEA/mmu05145.png	4	105675;14679;16412;20846	ENSMUSG00000000001;ENSMUSG00000021868;ENSMUSG00000025809;ENSMUSG00000026104	4
mmu05100	Bacterial invasion of epithelial cells	http://www.kegg.jp/kegg-bin/show_pathway?mmu05100+22330+12387+74325+68089+11867+67300+16412+13043+14268+12385	-0.6033524054809749	-0.9723641923855103	0.5749999991015625	0.8365354528052564	19	./Project_1683994698_GSEA/mmu05100.png	10	22330;12387;74325;68089;11867;67300;16412;13043;14268;12385	ENSMUSG00000006932;ENSMUSG00000021823;ENSMUSG00000025809;ENSMUSG00000026193;ENSMUSG00000029622;ENSMUSG00000031078;ENSMUSG00000037815;ENSMUSG00000047126;ENSMUSG00000047547;ENSMUSG00000079426	4
mmu04612	Antigen processing and presentation	http://www.kegg.jp/kegg-bin/show_pathway?mmu04612+15007	-0.6014119576805959	-0.950002789094085	0.6006493496742705	0.8417423419586763	17	./Project_1683994698_GSEA/mmu04612.png	1	15007	ENSMUSG00000067235	4
mmu04014	Ras signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04014+109905+12313+217944+13649	-0.8497387345899576	-1.2833894177565641	0.12422360229157826	0.8427803790338392	10	./Project_1683994698_GSEA/mmu04014.png	4	109905;12313;217944;13649	ENSMUSG00000001175;ENSMUSG00000020122;ENSMUSG00000041992;ENSMUSG00000068798	4
mmu05203	Viral carcinogenesis	http://www.kegg.jp/kegg-bin/show_pathway?mmu05203+13194+60595+22335+69116+15007	-0.5501777638614254	-0.9552978905903582	0.5777777768606702	0.8443715252739072	30	./Project_1683994698_GSEA/mmu05203.png	5	13194;60595;22335;69116;15007	ENSMUSG00000008892;ENSMUSG00000024740;ENSMUSG00000054808;ENSMUSG00000066036;ENSMUSG00000067235	4
mmu00360	Phenylalanine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00360+15445+18478	0.5485193393344293	0.876244412266162	0.6122994636034774	0.8508470851138594	11	./Project_1683994698_GSEA/mmu00360.png	2	15445;18478	ENSMUSG00000020051;ENSMUSG00000029445	4
mmu04728	Dopaminergic synapse	http://www.kegg.jp/kegg-bin/show_pathway?mmu04728+17161+14682+14679+109731+12313	-0.6033232849919846	-0.937106782044424	0.6105918993604488	0.8541512028799474	13	./Project_1683994698_GSEA/mmu04728.png	5	17161;14682;14679;109731;12313	ENSMUSG00000000001;ENSMUSG00000001175;ENSMUSG00000024639;ENSMUSG00000025037;ENSMUSG00000040147	4
mmu05162	Measles	http://www.kegg.jp/kegg-bin/show_pathway?mmu05162+14694+68135+12995+20846	-0.616090037430199	-0.9301117187817288	0.6297420324283125	0.8545059947650615	10	./Project_1683994698_GSEA/mmu05162.png	4	14694;68135;12995;20846	ENSMUSG00000020372;ENSMUSG00000022312;ENSMUSG00000026104;ENSMUSG00000074698	4
mmu04915	Estrogen signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04915+14682+14679+12313+13649	-0.58470603042931	-0.9227831346911581	0.6091603044134957	0.8559597325170735	15	./Project_1683994698_GSEA/mmu04915.png	4	14682;14679;12313;13649	ENSMUSG00000000001;ENSMUSG00000001175;ENSMUSG00000020122;ENSMUSG00000024639	4
mmu00561	Glycerolipid metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00561+225913	-0.6263372350511535	-0.9554064349585486	0.5792778640827663	0.8575659997186433	10	./Project_1683994698_GSEA/mmu00561.png	1	225913	ENSMUSG00000034371	4
mmu04910	Insulin signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04910+19084+14104+20411+18534+12313+18770+14121	-0.5624988497016338	-0.8972969690433797	0.6554487168983194	0.8635245373939417	18	./Project_1683994698_GSEA/mmu04910.png	7	19084;14104;20411;18534;12313;18770;14121	ENSMUSG00000001175;ENSMUSG00000020612;ENSMUSG00000025006;ENSMUSG00000025153;ENSMUSG00000027513;ENSMUSG00000041237;ENSMUSG00000069805	4
mmu04141	Protein processing in endoplasmic reticulum	http://www.kegg.jp/kegg-bin/show_pathway?mmu04141+269523+18786+13665+15511+77371+218811+15519+66397	0.41743769083488996	0.8533589515874019	0.7302452296178604	0.8638022214515931	56	./Project_1683994698_GSEA/mmu04141.png	8	269523;18786;13665;15511;77371;218811;15519;66397	ENSMUSG00000020386;ENSMUSG00000021116;ENSMUSG00000021270;ENSMUSG00000028452;ENSMUSG00000028577;ENSMUSG00000036391;ENSMUSG00000039367;ENSMUSG00000090877	4
mmu04540	Gap junction	http://www.kegg.jp/kegg-bin/show_pathway?mmu04540+14682+14679+13649	-0.580782339761843	-0.9064849278451396	0.6369327063584778	0.8722180699410467	13	./Project_1683994698_GSEA/mmu04540.png	3	14682;14679;13649	ENSMUSG00000000001;ENSMUSG00000020122;ENSMUSG00000024639	4
mmu04152	AMPK signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04152+14121	-0.5496929656843763	-0.8979002085323606	0.6363636353662012	0.8746267317552996	18	./Project_1683994698_GSEA/mmu04152.png	1	14121	ENSMUSG00000069805	4
mmu00120	Primary bile acid biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?mmu00120+104086+208665+15488	0.5291476412029843	0.827210244620123	0.6940509895352663	0.8814972374802655	10	./Project_1683994698_GSEA/mmu00120.png	3	104086;208665;15488	ENSMUSG00000024507;ENSMUSG00000026170;ENSMUSG00000038641	4
mmu05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	http://www.kegg.jp/kegg-bin/show_pathway?mmu05412+16412+12558+12385	-0.5552958557348433	-0.8525868645148803	0.70879999886592	0.9259820341637783	12	./Project_1683994698_GSEA/mmu05412.png	3	16412;12558;12385	ENSMUSG00000024304;ENSMUSG00000025809;ENSMUSG00000037815	4
mmu05230	Central carbon metabolism in cancer	http://www.kegg.jp/kegg-bin/show_pathway?mmu05230+216456+13649	-0.5349784172127047	-0.7987942807582893	0.7722132459253421	0.933190124366937	10	./Project_1683994698_GSEA/mmu05230.png	2	216456;13649	ENSMUSG00000020122;ENSMUSG00000044005	4
mmu04066	HIF-1 signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04066+100042025+14433+13649	-0.5230229708061276	-0.8226925738723161	0.7657232692362842	0.9351384462692007	16	./Project_1683994698_GSEA/mmu04066.png	3	100042025;14433;13649	ENSMUSG00000020122;ENSMUSG00000057666;ENSMUSG00000057666	4
mmu04024	cAMP signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04024+14679+109905+12313+11931+11928	-0.5347787107419405	-0.8134977860595466	0.7187016990437377	0.9366009787081395	11	./Project_1683994698_GSEA/mmu04024.png	5	14679;109905;12313;11931;11928	ENSMUSG00000000001;ENSMUSG00000001175;ENSMUSG00000026576;ENSMUSG00000033161;ENSMUSG00000068798	4
mmu04976	Bile secretion	http://www.kegg.jp/kegg-bin/show_pathway?mmu04976+20493+11931+11928+26459	-0.5212474281017584	-0.8277325901150201	0.7275641013981344	0.9396938751773709	16	./Project_1683994698_GSEA/mmu04976.png	4	20493;11931;11928;26459	ENSMUSG00000021135;ENSMUSG00000026576;ENSMUSG00000030382;ENSMUSG00000033161	4
mmu00230	Purine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00230+15452+18770+22262	-0.49112405141025456	-0.7999665857407992	0.7881219891041381	0.9434778392418719	19	./Project_1683994698_GSEA/mmu00230.png	3	15452;18770;22262	ENSMUSG00000025630;ENSMUSG00000028186;ENSMUSG00000041237	4
mmu00630	Glyoxylate and dicarboxylate metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00630+60525+67432+108037+11611+14645+17448+12359+66904+11429	-0.5018256180718603	-0.8334295759296635	0.6994047608639811	0.9437001564911318	23	./Project_1683994698_GSEA/mmu00630.png	9	60525;67432;108037;11611;14645;17448;12359;66904;11429	ENSMUSG00000019179;ENSMUSG00000022477;ENSMUSG00000025176;ENSMUSG00000025403;ENSMUSG00000026272;ENSMUSG00000026473;ENSMUSG00000027187;ENSMUSG00000027605;ENSMUSG00000032527	4
mmu05034	Alcoholism	http://www.kegg.jp/kegg-bin/show_pathway?mmu05034+17161+14679+109731+12313	-0.4956527339226923	-0.780488788176535	0.7863777077610252	0.9474507903258148	16	./Project_1683994698_GSEA/mmu05034.png	4	17161;14679;109731;12313	ENSMUSG00000000001;ENSMUSG00000001175;ENSMUSG00000025037;ENSMUSG00000040147	4
mmu03010	Ribosome	http://www.kegg.jp/kegg-bin/show_pathway?mmu03010+108167922+19942+19934+67941+67025+19988+100044627+100862455+65019+20115+19943	0.31156690634530515	0.6639070413066843	0.9910179611047366	0.9532993559145083	71	./Project_1683994698_GSEA/mmu03010.png	11	108167922;19942;19934;67941;67025;19988;100044627;100862455;65019;20115;19943	ENSMUSG00000028936;ENSMUSG00000029614;ENSMUSG00000030432;ENSMUSG00000036781;ENSMUSG00000059291;ENSMUSG00000061477;ENSMUSG00000063316;ENSMUSG00000063316;ENSMUSG00000071415;ENSMUSG00000071415;ENSMUSG00000071415	4
mmu04922	Glucagon signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04922+14121	-0.46261124813115817	-0.7522262968266541	0.8163265293307276	0.9606488481549544	18	./Project_1683994698_GSEA/mmu04922.png	1	14121	ENSMUSG00000069805	4
