Protein	ENSEMBL	Symbol	bin	int
Q8R001	ENSMUSG00000024277	Mapre2	6	0
Q8R001	ENSMUSG00000024277	Mapre2	7	0
Q8R001	ENSMUSG00000024277	Mapre2	8	0
Q8R001	ENSMUSG00000024277	Mapre2	9	0
Q8R010	ENSMUSG00000029610	Aimp2	1	9.177365148720352
Q8R010	ENSMUSG00000029610	Aimp2	2	0
Q8R010	ENSMUSG00000029610	Aimp2	3	9.760601878426575
Q8R010	ENSMUSG00000029610	Aimp2	4	0
Q8R010	ENSMUSG00000029610	Aimp2	5	0
Q8R010	ENSMUSG00000029610	Aimp2	6	0
Q8R010	ENSMUSG00000029610	Aimp2	7	0
Q8R010	ENSMUSG00000029610	Aimp2	8	0
Q8R010	ENSMUSG00000029610	Aimp2	9	0
Q8R016	ENSMUSG00000020840	Blmh	1	11.467298274647304
Q8R016	ENSMUSG00000020840	Blmh	2	10.852152307737237
Q8R016	ENSMUSG00000020840	Blmh	3	11.529853718804274
Q8R016	ENSMUSG00000020840	Blmh	4	10.972500834789242
Q8R016	ENSMUSG00000020840	Blmh	5	11.284092757933442
Q8R016	ENSMUSG00000020840	Blmh	6	10.755885918820711
Q8R016	ENSMUSG00000020840	Blmh	7	10.944390463674843
Q8R016	ENSMUSG00000020840	Blmh	8	11.809466228659362
Q8R016	ENSMUSG00000020840	Blmh	9	11.635616548208942
Q8R035	ENSMUSG00000018858	Mrpl58	1	0
Q8R035	ENSMUSG00000018858	Mrpl58	2	0
Q8R035	ENSMUSG00000018858	Mrpl58	3	0
Q8R035	ENSMUSG00000018858	Mrpl58	4	0
Q8R035	ENSMUSG00000018858	Mrpl58	5	0
Q8R035	ENSMUSG00000018858	Mrpl58	6	0
Q8R035	ENSMUSG00000018858	Mrpl58	7	0
Q8R035	ENSMUSG00000018858	Mrpl58	8	0
Q8R035	ENSMUSG00000018858	Mrpl58	9	0
Q8R050	ENSMUSG00000062203	Gspt1	1	11.17859584570846
Q8R050	ENSMUSG00000062203	Gspt1	2	10.933091825939318
Q8R050	ENSMUSG00000062203	Gspt1	3	10.915544411379344
Q8R050	ENSMUSG00000062203	Gspt1	4	11.191840152731142
Q8R050	ENSMUSG00000062203	Gspt1	5	10.876549686816542
Q8R050	ENSMUSG00000062203	Gspt1	6	11.126110724260053
Q8R050	ENSMUSG00000062203	Gspt1	7	11.210725283192044
Q8R050	ENSMUSG00000062203	Gspt1	8	11.40412797320662
Q8R050	ENSMUSG00000062203	Gspt1	9	10.483657165371945
Q8R059	ENSMUSG00000028671	Gale	1	0
Q8R059	ENSMUSG00000028671	Gale	2	0
Q8R059	ENSMUSG00000028671	Gale	3	0
Q8R059	ENSMUSG00000028671	Gale	4	0
Q8R059	ENSMUSG00000028671	Gale	5	0
Q8R059	ENSMUSG00000028671	Gale	6	0
Q8R059	ENSMUSG00000028671	Gale	7	0
Q8R059	ENSMUSG00000028671	Gale	8	0
Q8R059	ENSMUSG00000028671	Gale	9	0
Q8R081	ENSMUSG00000015165	Hnrnpl	1	11.933002244299676
Q8R081	ENSMUSG00000015165	Hnrnpl	2	11.930349979410307
Q8R081	ENSMUSG00000015165	Hnrnpl	3	11.792644672816587
Q8R081	ENSMUSG00000015165	Hnrnpl	4	11.983654657510343
Q8R081	ENSMUSG00000015165	Hnrnpl	5	12.001198966957944
Q8R081	ENSMUSG00000015165	Hnrnpl	6	12.0975769961966
Q8R081	ENSMUSG00000015165	Hnrnpl	7	11.762110763495643
Q8R081	ENSMUSG00000015165	Hnrnpl	8	12.122926526646003
Q8R081	ENSMUSG00000015165	Hnrnpl	9	12.188986384584444
Q8R084	ENSMUSG00000035836	Ugt2b1	1	13.352213553470715
Q8R084	ENSMUSG00000035836	Ugt2b1	2	13.195189125232131
Q8R084	ENSMUSG00000035836	Ugt2b1	3	13.166650959473031
Q8R084	ENSMUSG00000035836	Ugt2b1	4	12.985509659452942
Q8R084	ENSMUSG00000035836	Ugt2b1	5	12.854351282452143
Q8R084	ENSMUSG00000035836	Ugt2b1	6	12.711402622441542
Q8R084	ENSMUSG00000035836	Ugt2b1	7	12.730585973853142
Q8R084	ENSMUSG00000035836	Ugt2b1	8	12.641662067453627
Q8R084	ENSMUSG00000035836	Ugt2b1	9	12.512883546265742
Q8R086	ENSMUSG00000049858	Suox	1	10.884198136508477
Q8R086	ENSMUSG00000049858	Suox	2	10.721948858028593
Q8R086	ENSMUSG00000049858	Suox	3	10.998750454858873
Q8R086	ENSMUSG00000049858	Suox	4	11.069091905309442
Q8R086	ENSMUSG00000049858	Suox	5	10.901716103683443
Q8R086	ENSMUSG00000049858	Suox	6	10.911892539006875
Q8R086	ENSMUSG00000049858	Suox	7	11.051801931090344
Q8R086	ENSMUSG00000049858	Suox	8	10.482594481879424
Q8R086	ENSMUSG00000049858	Suox	9	11.275959749623143
Q8R0F3	ENSMUSG00000030101	Sumf1	1	0
Q8R0F3	ENSMUSG00000030101	Sumf1	2	0
Q8R0F3	ENSMUSG00000030101	Sumf1	3	0
Q8R0F3	ENSMUSG00000030101	Sumf1	4	0
Q8R0F3	ENSMUSG00000030101	Sumf1	5	0
Q8R0F3	ENSMUSG00000030101	Sumf1	6	0
Q8R0F3	ENSMUSG00000030101	Sumf1	7	0
Q8R0F3	ENSMUSG00000030101	Sumf1	8	0
Q8R0F3	ENSMUSG00000030101	Sumf1	9	0
Q8R0F8	ENSMUSG00000045316	Fahd1	1	9.457448748893329
Q8R0F8	ENSMUSG00000045316	Fahd1	2	9.99424523800151
Q8R0F8	ENSMUSG00000045316	Fahd1	3	10.318373362877084
Q8R0F8	ENSMUSG00000045316	Fahd1	4	10.351805669049343
Q8R0F8	ENSMUSG00000045316	Fahd1	5	10.367124835791543
Q8R0F8	ENSMUSG00000045316	Fahd1	6	10.424514983980089
Q8R0F8	ENSMUSG00000045316	Fahd1	7	10.409927962991341
Q8R0F8	ENSMUSG00000045316	Fahd1	8	9.85598156902267
Q8R0F8	ENSMUSG00000045316	Fahd1	9	10.128816169013403
Q8R0F9	ENSMUSG00000019368	Sec14l4	1	12.18793603227983
Q8R0F9	ENSMUSG00000019368	Sec14l4	2	12.205080335140089
Q8R0F9	ENSMUSG00000019368	Sec14l4	3	12.107641539128787
Q8R0F9	ENSMUSG00000019368	Sec14l4	4	12.167169161416442
Q8R0F9	ENSMUSG00000019368	Sec14l4	5	12.104701434543443
Q8R0F9	ENSMUSG00000019368	Sec14l4	6	12.053160948248234
Q8R0F9	ENSMUSG00000019368	Sec14l4	7	12.244687375713342
Q8R0F9	ENSMUSG00000019368	Sec14l4	8	12.25360343669554
Q8R0F9	ENSMUSG00000019368	Sec14l4	9	12.289758083615844
Q8R0G9	ENSMUSG00000039509	Nup133	1	0
Q8R0G9	ENSMUSG00000039509	Nup133	2	0
Q8R0G9	ENSMUSG00000039509	Nup133	3	0
Q8R0G9	ENSMUSG00000039509	Nup133	4	0
Q8R0G9	ENSMUSG00000039509	Nup133	5	0
Q8R0G9	ENSMUSG00000039509	Nup133	6	0
Q8R0G9	ENSMUSG00000039509	Nup133	7	0
Q8R0G9	ENSMUSG00000039509	Nup133	8	0
Q8R0G9	ENSMUSG00000039509	Nup133	9	0
Q8R0H9	ENSMUSG00000033128	Gga1	1	0
Q8R0H9	ENSMUSG00000033128	Gga1	2	0
Q8R0H9	ENSMUSG00000033128	Gga1	3	0
Q8R0H9	ENSMUSG00000033128	Gga1	4	0
Q8R0H9	ENSMUSG00000033128	Gga1	5	0
Q8R0H9	ENSMUSG00000033128	Gga1	6	0
Q8R0H9	ENSMUSG00000033128	Gga1	7	0
Q8R0H9	ENSMUSG00000033128	Gga1	8	0
Q8R0H9	ENSMUSG00000033128	Gga1	9	0
Q8R0J7	ENSMUSG00000066278	Vps37b	1	0
Q8R0J7	ENSMUSG00000066278	Vps37b	2	0
Q8R0J7	ENSMUSG00000066278	Vps37b	3	0
Q8R0J7	ENSMUSG00000066278	Vps37b	4	0
Q8R0J7	ENSMUSG00000066278	Vps37b	5	0
Q8R0J7	ENSMUSG00000066278	Vps37b	6	0
Q8R0J7	ENSMUSG00000066278	Vps37b	7	0
Q8R0J7	ENSMUSG00000066278	Vps37b	8	0
Q8R0J7	ENSMUSG00000066278	Vps37b	9	0
Q8R0J8	ENSMUSG00000050002	Idnk	1	0
Q8R0J8	ENSMUSG00000050002	Idnk	2	0
Q8R0J8	ENSMUSG00000050002	Idnk	3	0
Q8R0J8	ENSMUSG00000050002	Idnk	4	0
Q8R0J8	ENSMUSG00000050002	Idnk	5	0
Q8R0J8	ENSMUSG00000050002	Idnk	6	0
Q8R0J8	ENSMUSG00000050002	Idnk	7	0
Q8R0J8	ENSMUSG00000050002	Idnk	8	0
Q8R0J8	ENSMUSG00000050002	Idnk	9	0
Q8R0N6	ENSMUSG00000025911	Adhfe1	1	11.59314135650594
Q8R0N6	ENSMUSG00000025911	Adhfe1	2	11.268681645935128
Q8R0N6	ENSMUSG00000025911	Adhfe1	3	11.269920875830696
Q8R0N6	ENSMUSG00000025911	Adhfe1	4	11.284888041538244
Q8R0N6	ENSMUSG00000025911	Adhfe1	5	11.149699970265143
Q8R0N6	ENSMUSG00000025911	Adhfe1	6	11.088396117770236
Q8R0N6	ENSMUSG00000025911	Adhfe1	7	10.825715498236843
Q8R0N6	ENSMUSG00000025911	Adhfe1	8	10.862005271126295
Q8R0N6	ENSMUSG00000025911	Adhfe1	9	11.126993881184543
Q8R0V5	ENSMUSG00000031549	Ido2	1	0
Q8R0V5	ENSMUSG00000031549	Ido2	2	0
Q8R0V5	ENSMUSG00000031549	Ido2	3	0
Q8R0V5	ENSMUSG00000031549	Ido2	4	0
Q8R0V5	ENSMUSG00000031549	Ido2	5	0
Q8R0V5	ENSMUSG00000031549	Ido2	6	0
Q8R0V5	ENSMUSG00000031549	Ido2	7	0
Q8R0V5	ENSMUSG00000031549	Ido2	8	0
Q8R0V5	ENSMUSG00000031549	Ido2	9	0
Q8R0W0	NA	Eppk1	1	10.942791769042707
Q8R0W0	NA	Eppk1	2	10.521588433668583
Q8R0W0	NA	Eppk1	3	10.687656418390057
Q8R0W0	NA	Eppk1	4	10.578299496024243
Q8R0W0	NA	Eppk1	5	10.669964934824042
Q8R0W0	NA	Eppk1	6	10.774727992364552
Q8R0W0	NA	Eppk1	7	11.057275774291243
Q8R0W0	NA	Eppk1	8	11.11025134205412
Q8R0W0	NA	Eppk1	9	11.280866482858743
Q8R0X7	ENSMUSG00000020097	Sgpl1	1	11.079892286951752
Q8R0X7	ENSMUSG00000020097	Sgpl1	2	10.397694558695695
Q8R0X7	ENSMUSG00000020097	Sgpl1	3	11.33675076155311
Q8R0X7	ENSMUSG00000020097	Sgpl1	4	11.146466442984542
Q8R0X7	ENSMUSG00000020097	Sgpl1	5	11.011275437122542
Q8R0X7	ENSMUSG00000020097	Sgpl1	6	11.271437452153252
Q8R0X7	ENSMUSG00000020097	Sgpl1	7	11.147614260918944
Q8R0X7	ENSMUSG00000020097	Sgpl1	8	0
Q8R0X7	ENSMUSG00000020097	Sgpl1	9	11.063307555317044
Q8R0Y6	ENSMUSG00000030088	Aldh1l1	1	13.092020029390524
Q8R0Y6	ENSMUSG00000030088	Aldh1l1	2	13.17414961336062
Q8R0Y6	ENSMUSG00000030088	Aldh1l1	3	13.282004330745922
Q8R0Y6	ENSMUSG00000030088	Aldh1l1	4	13.302466899784642
Q8R0Y6	ENSMUSG00000030088	Aldh1l1	5	13.291598850232543
Q8R0Y6	ENSMUSG00000030088	Aldh1l1	6	13.350922938874474
Q8R0Y6	ENSMUSG00000030088	Aldh1l1	7	13.511083721046443
Q8R0Y6	ENSMUSG00000030088	Aldh1l1	8	13.487334227457913
Q8R0Y6	ENSMUSG00000030088	Aldh1l1	9	13.485869335517444
Q8R0Y8	ENSMUSG00000002346	Slc25a42	1	0
Q8R0Y8	ENSMUSG00000002346	Slc25a42	2	0
Q8R0Y8	ENSMUSG00000002346	Slc25a42	3	0
Q8R0Y8	ENSMUSG00000002346	Slc25a42	4	0
Q8R0Y8	ENSMUSG00000002346	Slc25a42	5	0
Q8R0Y8	ENSMUSG00000002346	Slc25a42	6	0
Q8R0Y8	ENSMUSG00000002346	Slc25a42	7	0
Q8R0Y8	ENSMUSG00000002346	Slc25a42	8	0
Q8R0Y8	ENSMUSG00000002346	Slc25a42	9	0
Q8R104	ENSMUSG00000025486	Sirt3	1	0
Q8R104	ENSMUSG00000025486	Sirt3	2	0
Q8R104	ENSMUSG00000025486	Sirt3	3	0
Q8R104	ENSMUSG00000025486	Sirt3	4	0
Q8R104	ENSMUSG00000025486	Sirt3	5	0
Q8R104	ENSMUSG00000025486	Sirt3	6	0
Q8R104	ENSMUSG00000025486	Sirt3	7	0
Q8R104	ENSMUSG00000025486	Sirt3	8	0
Q8R104	ENSMUSG00000025486	Sirt3	9	0
Q8R105	ENSMUSG00000048832	Vps37c	1	0
Q8R105	ENSMUSG00000048832	Vps37c	2	0
Q8R105	ENSMUSG00000048832	Vps37c	3	0
Q8R105	ENSMUSG00000048832	Vps37c	4	0
Q8R105	ENSMUSG00000048832	Vps37c	5	0
Q8R105	ENSMUSG00000048832	Vps37c	6	0
Q8R105	ENSMUSG00000048832	Vps37c	7	0
Q8R105	ENSMUSG00000048832	Vps37c	8	0
Q8R105	ENSMUSG00000048832	Vps37c	9	0
Q8R121	ENSMUSG00000061947	Serpina10	1	0
Q8R121	ENSMUSG00000061947	Serpina10	2	0
Q8R121	ENSMUSG00000061947	Serpina10	3	0
Q8R121	ENSMUSG00000061947	Serpina10	4	0
Q8R121	ENSMUSG00000061947	Serpina10	5	0
Q8R121	ENSMUSG00000061947	Serpina10	6	0
Q8R121	ENSMUSG00000061947	Serpina10	7	0
Q8R121	ENSMUSG00000061947	Serpina10	8	0
Q8R121	ENSMUSG00000061947	Serpina10	9	0
Q8R123	ENSMUSG00000042642	Flad1	1	0
Q8R123	ENSMUSG00000042642	Flad1	2	0
Q8R123	ENSMUSG00000042642	Flad1	3	0
Q8R123	ENSMUSG00000042642	Flad1	4	0
Q8R123	ENSMUSG00000042642	Flad1	5	0
Q8R123	ENSMUSG00000042642	Flad1	6	0
Q8R123	ENSMUSG00000042642	Flad1	7	0
Q8R123	ENSMUSG00000042642	Flad1	8	0
Q8R123	ENSMUSG00000042642	Flad1	9	0
Q8R146	ENSMUSG00000032590	Apeh	1	10.98813343992223
Q8R146	ENSMUSG00000032590	Apeh	2	11.111890963117448
Q8R146	ENSMUSG00000032590	Apeh	3	11.185277483707393
Q8R146	ENSMUSG00000032590	Apeh	4	11.224429490974444
Q8R146	ENSMUSG00000032590	Apeh	5	11.263255040850042
Q8R146	ENSMUSG00000032590	Apeh	6	11.334742200245211
Q8R146	ENSMUSG00000032590	Apeh	7	11.538791312323744
Q8R146	ENSMUSG00000032590	Apeh	8	11.384741351723399
Q8R146	ENSMUSG00000032590	Apeh	9	11.564847751543743
Q8R151	ENSMUSG00000039501	Znfx1	1	0
Q8R151	ENSMUSG00000039501	Znfx1	2	0
Q8R151	ENSMUSG00000039501	Znfx1	3	0
Q8R151	ENSMUSG00000039501	Znfx1	4	0
Q8R151	ENSMUSG00000039501	Znfx1	5	0
Q8R151	ENSMUSG00000039501	Znfx1	6	0
Q8R151	ENSMUSG00000039501	Znfx1	7	0
Q8R151	ENSMUSG00000039501	Znfx1	8	0
Q8R151	ENSMUSG00000039501	Znfx1	9	0
Q8R164	ENSMUSG00000038286	Bphl	1	11.715935766042401
Q8R164	ENSMUSG00000038286	Bphl	2	11.721503368415052
Q8R164	ENSMUSG00000038286	Bphl	3	11.675791608268405
Q8R164	ENSMUSG00000038286	Bphl	4	11.717703067508443
Q8R164	ENSMUSG00000038286	Bphl	5	11.678488108200943
Q8R164	ENSMUSG00000038286	Bphl	6	11.639474261155655
Q8R164	ENSMUSG00000038286	Bphl	7	11.750843463857944
Q8R164	ENSMUSG00000038286	Bphl	8	11.486635239096849
Q8R164	ENSMUSG00000038286	Bphl	9	11.559418317229943
Q8R180	ENSMUSG00000021831	Ero1a	1	0
Q8R180	ENSMUSG00000021831	Ero1a	2	0
Q8R180	ENSMUSG00000021831	Ero1a	3	0
Q8R180	ENSMUSG00000021831	Ero1a	4	0
Q8R180	ENSMUSG00000021831	Ero1a	5	0
Q8R180	ENSMUSG00000021831	Ero1a	6	0
Q8R180	ENSMUSG00000021831	Ero1a	7	0
Q8R180	ENSMUSG00000021831	Ero1a	8	0
Q8R180	ENSMUSG00000021831	Ero1a	9	0
Q8R1B4	ENSMUSG00000030738	Eif3c	1	11.308326709752695
Q8R1B4	ENSMUSG00000030738	Eif3c	2	11.35926908690538
Q8R1B4	ENSMUSG00000030738	Eif3c	3	11.246595418218847
Q8R1B4	ENSMUSG00000030738	Eif3c	4	11.287098813813042
Q8R1B4	ENSMUSG00000030738	Eif3c	5	11.474819356461143
Q8R1B4	ENSMUSG00000030738	Eif3c	6	11.393145092077512
Q8R1B4	ENSMUSG00000030738	Eif3c	7	11.266004268242744
Q8R1B4	ENSMUSG00000030738	Eif3c	8	11.339013337643898
Q8R1B4	ENSMUSG00000030738	Eif3c	9	11.403771622225044
Q8R1G2	ENSMUSG00000022235	Cmbl	1	11.751888748656809
Q8R1G2	ENSMUSG00000022235	Cmbl	2	11.888905165298567
Q8R1G2	ENSMUSG00000022235	Cmbl	3	11.42195659394979
Q8R1G2	ENSMUSG00000022235	Cmbl	4	11.425306855572844
Q8R1G2	ENSMUSG00000022235	Cmbl	5	11.318941061745043
Q8R1G2	ENSMUSG00000022235	Cmbl	6	11.03970524892773
Q8R1G2	ENSMUSG00000022235	Cmbl	7	11.249716572972943
Q8R1G2	ENSMUSG00000022235	Cmbl	8	11.173158341651627
Q8R1G2	ENSMUSG00000022235	Cmbl	9	11.056877022567743
Q8R1I1	ENSMUSG00000059534	Uqcr10	1	11.60968275991939
Q8R1I1	ENSMUSG00000059534	Uqcr10	2	12.867772807703647
Q8R1I1	ENSMUSG00000059534	Uqcr10	3	13.162310067133598
Q8R1I1	ENSMUSG00000059534	Uqcr10	4	13.262791017046043
Q8R1I1	ENSMUSG00000059534	Uqcr10	5	13.394388392917744
Q8R1I1	ENSMUSG00000059534	Uqcr10	6	13.509121187331536
Q8R1I1	ENSMUSG00000059534	Uqcr10	7	13.424213491581643
Q8R1I1	ENSMUSG00000059534	Uqcr10	8	13.545764986184873
Q8R1I1	ENSMUSG00000059534	Uqcr10	9	13.846853088259843
Q8R1N0	ENSMUSG00000046010	Zfp830	1	0
Q8R1N0	ENSMUSG00000046010	Zfp830	2	0
Q8R1N0	ENSMUSG00000046010	Zfp830	3	0
Q8R1N0	ENSMUSG00000046010	Zfp830	4	0
Q8R1N0	ENSMUSG00000046010	Zfp830	5	0
Q8R1N0	ENSMUSG00000046010	Zfp830	6	0
Q8R1N0	ENSMUSG00000046010	Zfp830	7	0
Q8R1N0	ENSMUSG00000046010	Zfp830	8	0
Q8R1N0	ENSMUSG00000046010	Zfp830	9	0
Q8R1Q8	ENSMUSG00000032435	Dync1li1	1	8.584965070681603
Q8R1Q8	ENSMUSG00000032435	Dync1li1	2	9.483504396072533
Q8R1Q8	ENSMUSG00000032435	Dync1li1	3	9.196139283672325
Q8R1Q8	ENSMUSG00000032435	Dync1li1	4	9.488300475526422
Q8R1Q8	ENSMUSG00000032435	Dync1li1	5	9.523898955512122
Q8R1Q8	ENSMUSG00000032435	Dync1li1	6	9.71616267961892
Q8R1Q8	ENSMUSG00000032435	Dync1li1	7	0
Q8R1Q8	ENSMUSG00000032435	Dync1li1	8	9.132370491265497
Q8R1Q8	ENSMUSG00000032435	Dync1li1	9	0
Q8R1Q9	ENSMUSG00000029136	Rbks	1	0
Q8R1Q9	ENSMUSG00000029136	Rbks	2	0
Q8R1Q9	ENSMUSG00000029136	Rbks	3	0
Q8R1Q9	ENSMUSG00000029136	Rbks	4	0
Q8R1Q9	ENSMUSG00000029136	Rbks	5	0
Q8R1Q9	ENSMUSG00000029136	Rbks	6	0
Q8R1Q9	ENSMUSG00000029136	Rbks	7	0
Q8R1Q9	ENSMUSG00000029136	Rbks	8	0
Q8R1Q9	ENSMUSG00000029136	Rbks	9	0
Q8R1S0	ENSMUSG00000021235	Coq6	1	0
Q8R1S0	ENSMUSG00000021235	Coq6	2	0
Q8R1S0	ENSMUSG00000021235	Coq6	3	0
Q8R1S0	ENSMUSG00000021235	Coq6	4	0
Q8R1S0	ENSMUSG00000021235	Coq6	5	0
Q8R1S0	ENSMUSG00000021235	Coq6	6	0
Q8R1S0	ENSMUSG00000021235	Coq6	7	0
Q8R1S0	ENSMUSG00000021235	Coq6	8	0
Q8R1S0	ENSMUSG00000021235	Coq6	9	0
Q8R1S4	ENSMUSG00000022353	Mtss1	1	0
Q8R1S4	ENSMUSG00000022353	Mtss1	2	0
Q8R1S4	ENSMUSG00000022353	Mtss1	3	0
Q8R1S4	ENSMUSG00000022353	Mtss1	4	0
Q8R1S4	ENSMUSG00000022353	Mtss1	5	0
Q8R1S4	ENSMUSG00000022353	Mtss1	6	0
Q8R1S4	ENSMUSG00000022353	Mtss1	7	0
Q8R1S4	ENSMUSG00000022353	Mtss1	8	0
Q8R1S4	ENSMUSG00000022353	Mtss1	9	0
Q8R1S9	ENSMUSG00000022464	Slc38a4	1	0
Q8R1S9	ENSMUSG00000022464	Slc38a4	2	0
Q8R1S9	ENSMUSG00000022464	Slc38a4	3	0
Q8R1S9	ENSMUSG00000022464	Slc38a4	4	0
Q8R1S9	ENSMUSG00000022464	Slc38a4	5	0
Q8R1S9	ENSMUSG00000022464	Slc38a4	6	0
Q8R1S9	ENSMUSG00000022464	Slc38a4	7	0
Q8R1S9	ENSMUSG00000022464	Slc38a4	8	0
Q8R1S9	ENSMUSG00000022464	Slc38a4	9	0
Q8R1T4	ENSMUSG00000027957	Slc35a3	1	0
Q8R1T4	ENSMUSG00000027957	Slc35a3	2	0
Q8R1T4	ENSMUSG00000027957	Slc35a3	3	0
Q8R1T4	ENSMUSG00000027957	Slc35a3	4	0
Q8R1T4	ENSMUSG00000027957	Slc35a3	5	0
Q8R1T4	ENSMUSG00000027957	Slc35a3	6	0
Q8R1T4	ENSMUSG00000027957	Slc35a3	7	0
Q8R1T4	ENSMUSG00000027957	Slc35a3	8	0
Q8R1T4	ENSMUSG00000027957	Slc35a3	9	0
Q8R1V4	ENSMUSG00000004394	Tmed4	1	11.500557607728162
Q8R1V4	ENSMUSG00000004394	Tmed4	2	11.49832089066677
Q8R1V4	ENSMUSG00000004394	Tmed4	3	11.454404486057275
Q8R1V4	ENSMUSG00000004394	Tmed4	4	11.356976220131443
Q8R1V4	ENSMUSG00000004394	Tmed4	5	11.560131503863243
Q8R1V4	ENSMUSG00000004394	Tmed4	6	11.679303925077328
Q8R1V4	ENSMUSG00000004394	Tmed4	7	11.754270521860043
Q8R1V4	ENSMUSG00000004394	Tmed4	8	11.816837610776059
Q8R1V4	ENSMUSG00000004394	Tmed4	9	11.844869100333941
Q8R1X6	ENSMUSG00000036580	Spg20	1	0
Q8R1X6	ENSMUSG00000036580	Spg20	2	0
Q8R1X6	ENSMUSG00000036580	Spg20	3	0
Q8R1X6	ENSMUSG00000036580	Spg20	4	0
Q8R1X6	ENSMUSG00000036580	Spg20	5	0
Q8R1X6	ENSMUSG00000036580	Spg20	6	0
Q8R1X6	ENSMUSG00000036580	Spg20	7	0
Q8R1X6	ENSMUSG00000036580	Spg20	8	0
Q8R1X6	ENSMUSG00000036580	Spg20	9	0
Q8R238	ENSMUSG00000029596	Sdsl	1	0
Q8R238	ENSMUSG00000029596	Sdsl	2	0
Q8R238	ENSMUSG00000029596	Sdsl	3	0
Q8R238	ENSMUSG00000029596	Sdsl	4	0
Q8R238	ENSMUSG00000029596	Sdsl	5	0
Q8R238	ENSMUSG00000029596	Sdsl	6	0
Q8R238	ENSMUSG00000029596	Sdsl	7	0
Q8R238	ENSMUSG00000029596	Sdsl	8	0
Q8R238	ENSMUSG00000029596	Sdsl	9	0
Q8R2E9	ENSMUSG00000057069	Ero1b	1	0
Q8R2E9	ENSMUSG00000057069	Ero1b	2	0
Q8R2E9	ENSMUSG00000057069	Ero1b	3	0
Q8R2E9	ENSMUSG00000057069	Ero1b	4	0
Q8R2E9	ENSMUSG00000057069	Ero1b	5	0
Q8R2E9	ENSMUSG00000057069	Ero1b	6	0
Q8R2E9	ENSMUSG00000057069	Ero1b	7	0
Q8R2E9	ENSMUSG00000057069	Ero1b	8	0
Q8R2E9	ENSMUSG00000057069	Ero1b	9	0
Q8R2K1	ENSMUSG00000025466	Fuom	1	0
Q8R2K1	ENSMUSG00000025466	Fuom	2	0
Q8R2K1	ENSMUSG00000025466	Fuom	3	0
Q8R2K1	ENSMUSG00000025466	Fuom	4	0
Q8R2K1	ENSMUSG00000025466	Fuom	5	0
Q8R2K1	ENSMUSG00000025466	Fuom	6	0
Q8R2K1	ENSMUSG00000025466	Fuom	7	0
Q8R2K1	ENSMUSG00000025466	Fuom	8	0
Q8R2K1	ENSMUSG00000025466	Fuom	9	0
Q8R2K3	ENSMUSG00000029911	Ssbp1	1	10.673357929078488
Q8R2K3	ENSMUSG00000029911	Ssbp1	2	9.869972653393194
Q8R2K3	ENSMUSG00000029911	Ssbp1	3	10.173661606374399
Q8R2K3	ENSMUSG00000029911	Ssbp1	4	10.117371954006943
Q8R2K3	ENSMUSG00000029911	Ssbp1	5	10.212710428043343
Q8R2K3	ENSMUSG00000029911	Ssbp1	6	0
Q8R2K3	ENSMUSG00000029911	Ssbp1	7	0
Q8R2K3	ENSMUSG00000029911	Ssbp1	8	0
Q8R2K3	ENSMUSG00000029911	Ssbp1	9	11.196561858061443
Q8R2Q4	ENSMUSG00000021666	Gfm2	1	0
Q8R2Q4	ENSMUSG00000021666	Gfm2	2	0
Q8R2Q4	ENSMUSG00000021666	Gfm2	3	0
Q8R2Q4	ENSMUSG00000021666	Gfm2	4	0
Q8R2Q4	ENSMUSG00000021666	Gfm2	5	0
Q8R2Q4	ENSMUSG00000021666	Gfm2	6	0
Q8R2Q4	ENSMUSG00000021666	Gfm2	7	0
Q8R2Q4	ENSMUSG00000021666	Gfm2	8	0
Q8R2Q4	ENSMUSG00000021666	Gfm2	9	0
Q8R2Q8	ENSMUSG00000046718	Bst2	1	0
Q8R2Q8	ENSMUSG00000046718	Bst2	2	0
Q8R2Q8	ENSMUSG00000046718	Bst2	3	0
Q8R2Q8	ENSMUSG00000046718	Bst2	4	0
Q8R2Q8	ENSMUSG00000046718	Bst2	5	0
Q8R2Q8	ENSMUSG00000046718	Bst2	6	0
Q8R2Q8	ENSMUSG00000046718	Bst2	7	0
Q8R2Q8	ENSMUSG00000046718	Bst2	8	0
Q8R2Q8	ENSMUSG00000046718	Bst2	9	0
Q8R2U0	ENSMUSG00000079614	Seh1l	1	0
Q8R2U0	ENSMUSG00000079614	Seh1l	2	0
Q8R2U0	ENSMUSG00000079614	Seh1l	3	0
Q8R2U0	ENSMUSG00000079614	Seh1l	4	0
Q8R2U0	ENSMUSG00000079614	Seh1l	5	0
Q8R2U0	ENSMUSG00000079614	Seh1l	6	0
Q8R2U0	ENSMUSG00000079614	Seh1l	7	0
Q8R2U0	ENSMUSG00000079614	Seh1l	8	0
Q8R2U0	ENSMUSG00000079614	Seh1l	9	0
Q8R2U6	ENSMUSG00000020029	Nudt4	1	0
Q8R2U6	ENSMUSG00000020029	Nudt4	2	0
Q8R2U6	ENSMUSG00000020029	Nudt4	3	0
Q8R2U6	ENSMUSG00000020029	Nudt4	4	0
Q8R2U6	ENSMUSG00000020029	Nudt4	5	0
Q8R2U6	ENSMUSG00000020029	Nudt4	6	0
Q8R2U6	ENSMUSG00000020029	Nudt4	7	0
Q8R2U6	ENSMUSG00000020029	Nudt4	8	0
